"record_id","month","day","year","AverageTemperatureFahr","AverageTemperatureUncertaintyFahr","City","country_id","Country","Latitude","Longitude"
474376,"01","01","1853",NA,NA,"Auckland","NEW","New Zealand","36.17S","175.03E"
474377,"02","01","1853",NA,NA,"Auckland","NEW","New Zealand","36.17S","175.03E"
474378,"03","01","1853",NA,NA,"Auckland","NEW","New Zealand","36.17S","175.03E"
474379,"04","01","1853",NA,NA,"Auckland","NEW","New Zealand","36.17S","175.03E"
474380,"05","01","1853",NA,NA,"Auckland","NEW","New Zealand","36.17S","175.03E"
474381,"06","01","1853",51.9062,36.9572,"Auckland","NEW","New Zealand","36.17S","175.03E"
474382,"07","01","1853",52.3886,34.5488,"Auckland","NEW","New Zealand","36.17S","175.03E"
474383,"08","01","1853",52.853,33.5498,"Auckland","NEW","New Zealand","36.17S","175.03E"
474384,"09","01","1853",52.5776,33.638,"Auckland","NEW","New Zealand","36.17S","175.03E"
474385,"10","01","1853",54.8726,33.9836,"Auckland","NEW","New Zealand","36.17S","175.03E"
474386,"11","01","1853",56.6888,34.2518,"Auckland","NEW","New Zealand","36.17S","175.03E"
474387,"12","01","1853",59.846,37.5062,"Auckland","NEW","New Zealand","36.17S","175.03E"
474388,"01","01","1854",64.5908,36.23,"Auckland","NEW","New Zealand","36.17S","175.03E"
474389,"02","01","1854",65.372,35.6576,"Auckland","NEW","New Zealand","36.17S","175.03E"
474390,"03","01","1854",64.9688,35.3966,"Auckland","NEW","New Zealand","36.17S","175.03E"
474391,"04","01","1854",59.927,35.2022,"Auckland","NEW","New Zealand","36.17S","175.03E"
474392,"05","01","1854",57.5042,34.511,"Auckland","NEW","New Zealand","36.17S","175.03E"
474393,"06","01","1854",54.518,34.7972,"Auckland","NEW","New Zealand","36.17S","175.03E"
474394,"07","01","1854",53.1914,35.024,"Auckland","NEW","New Zealand","36.17S","175.03E"
474395,"08","01","1854",52.8044,34.3544,"Auckland","NEW","New Zealand","36.17S","175.03E"
474396,"09","01","1854",53.3912,33.683,"Auckland","NEW","New Zealand","36.17S","175.03E"
474397,"10","01","1854",54.7538,37.4108,"Auckland","NEW","New Zealand","36.17S","175.03E"
474398,"11","01","1854",57.317,35.0024,"Auckland","NEW","New Zealand","36.17S","175.03E"
474399,"12","01","1854",60.0296,35.924,"Auckland","NEW","New Zealand","36.17S","175.03E"
474400,"01","01","1855",63.3578,36.0716,"Auckland","NEW","New Zealand","36.17S","175.03E"
474401,"02","01","1855",64.346,37.13,"Auckland","NEW","New Zealand","36.17S","175.03E"
474402,"03","01","1855",63.6584,34.3058,"Auckland","NEW","New Zealand","36.17S","175.03E"
474403,"04","01","1855",61.5848,34.7594,"Auckland","NEW","New Zealand","36.17S","175.03E"
474404,"05","01","1855",58.0028,34.1996,"Auckland","NEW","New Zealand","36.17S","175.03E"
474405,"06","01","1855",54.842,33.7568,"Auckland","NEW","New Zealand","36.17S","175.03E"
474406,"07","01","1855",53.1554,33.5048,"Auckland","NEW","New Zealand","36.17S","175.03E"
474407,"08","01","1855",52.3094,34.8422,"Auckland","NEW","New Zealand","36.17S","175.03E"
474408,"09","01","1855",52.61,34.1042,"Auckland","NEW","New Zealand","36.17S","175.03E"
474409,"10","01","1855",57.407,34.2302,"Auckland","NEW","New Zealand","36.17S","175.03E"
474410,"11","01","1855",58.1558,33.7622,"Auckland","NEW","New Zealand","36.17S","175.03E"
474411,"12","01","1855",60.9206,35.7026,"Auckland","NEW","New Zealand","36.17S","175.03E"
474412,"01","01","1856",61.8422,37.9166,"Auckland","NEW","New Zealand","36.17S","175.03E"
474413,"02","01","1856",62.033,37.8878,"Auckland","NEW","New Zealand","36.17S","175.03E"
474414,"03","01","1856",62.1266,35.9114,"Auckland","NEW","New Zealand","36.17S","175.03E"
474415,"04","01","1856",59.801,36.2966,"Auckland","NEW","New Zealand","36.17S","175.03E"
474416,"05","01","1856",55.4288,36.2642,NA,"",NA,"36.17S","175.03E"
474417,"06","01","1856",53.2688,35.5856,"Auckland","NEW","New Zealand","36.17S","175.03E"
474418,"07","01","1856",50.9306,36.6656,"Auckland","NEW","New Zealand","36.17S","175.03E"
474419,"08","01","1856",51.5516,36.3308,"Auckland","NEW","New Zealand","36.17S","175.03E"
474420,"09","01","1856",52.8494,34.8008,"Auckland","NEW","New Zealand","36.17S","175.03E"
474421,"10","01","1856",53.9078,37.8698,"Auckland","NEW","New Zealand","36.17S","175.03E"
474422,"11","01","1856",55.5854,37.6772,"Auckland","NEW","New Zealand","36.17S","175.03E"
474423,"12","01","1856",63.7466,34.6208,"Auckland","NEW","New Zealand","36.17S","175.03E"
474424,"01","01","1857",63.5648,35.9654,"Auckland","NEW","New Zealand","36.17S","175.03E"
474425,"02","01","1857",63.1166,37.9544,"Auckland","NEW","New Zealand","36.17S","175.03E"
474426,"03","01","1857",62.1446,36.2156,"Auckland","NEW","New Zealand","36.17S","175.03E"
474427,"04","01","1857",58.5608,35.744,"Auckland","NEW","New Zealand","36.17S","175.03E"
474428,"05","01","1857",53.8034,37.3208,"Auckland","NEW","New Zealand","36.17S","175.03E"
474429,"06","01","1857",52.9538,34.2572,"Auckland","NEW","New Zealand","36.17S","175.03E"
474430,"07","01","1857",52.6676,33.5102,"Auckland","NEW","New Zealand","36.17S","175.03E"
474431,"08","01","1857",52.3364,33.5246,"Auckland","NEW","New Zealand","36.17S","175.03E"
474432,"09","01","1857",53.3354,33.7424,"Auckland","NEW","New Zealand","36.17S","175.03E"
474433,"10","01","1857",53.9888,34.826,"Auckland","NEW","New Zealand","36.17S","175.03E"
474434,"11","01","1857",56.4602,36.635,"Auckland","NEW","New Zealand","36.17S","175.03E"
474435,"12","01","1857",59.5634,38.6168,"Auckland","NEW","New Zealand","36.17S","175.03E"
474436,"01","01","1858",61.0502,40.5032,"Auckland","NEW","New Zealand","36.17S","175.03E"
474437,"02","01","1858",63.3416,35.8844,"Auckland","NEW","New Zealand","36.17S","175.03E"
474438,"03","01","1858",62.8052,36.8564,"Auckland","NEW","New Zealand","36.17S","175.03E"
474439,"04","01","1858",57.5726,39.1532,"Auckland","NEW","New Zealand","36.17S","175.03E"
474440,"05","01","1858",55.0436,39.0002,"Auckland","NEW","New Zealand","36.17S","175.03E"
474441,"06","01","1858",53.4056,34.5164,"Auckland","NEW","New Zealand","36.17S","175.03E"
474442,"07","01","1858",51.0404,35.753,"Auckland","NEW","New Zealand","36.17S","175.03E"
474443,"08","01","1858",52.4174,33.9206,"Auckland","NEW","New Zealand","36.17S","175.03E"
474444,"09","01","1858",53.5388,33.6758,"Auckland","NEW","New Zealand","36.17S","175.03E"
474445,"10","01","1858",54.6008,35.2004,"Auckland","NEW","New Zealand","36.17S","175.03E"
474446,"11","01","1858",57.254,36.608,"Auckland","NEW","New Zealand","36.17S","175.03E"
474447,"12","01","1858",62.276,34.5866,"Auckland","NEW","New Zealand","36.17S","175.03E"
474448,"01","01","1859",64.5872,34.0592,"Auckland","NEW","New Zealand","36.17S","175.03E"
474449,"02","01","1859",65.4764,33.8522,"Auckland","NEW","New Zealand","36.17S","175.03E"
474450,"03","01","1859",63.0788,35.7314,"Auckland","NEW","New Zealand","36.17S","175.03E"
474451,"04","01","1859",61.016,34.7756,"Auckland","NEW","New Zealand","36.17S","175.03E"
474452,"05","01","1859",57.407,34.8746,"Auckland","NEW","New Zealand","36.17S","175.03E"
474453,"06","01","1859",54.3794,34.5668,NA,"",NA,"36.17S","175.03E"
474454,"07","01","1859",52.7036,33.2924,"Auckland","NEW","New Zealand","36.17S","175.03E"
474455,"08","01","1859",51.89,34.349,"Auckland","NEW","New Zealand","36.17S","175.03E"
474456,"09","01","1859",52.3202,33.5084,"Auckland","NEW","New Zealand","36.17S","175.03E"
474457,"10","01","1859",57.3152,34.0232,"Auckland","NEW","New Zealand","36.17S","175.03E"
474458,"11","01","1859",58.595,35.1392,"Auckland","NEW","New Zealand","36.17S","175.03E"
474459,"12","01","1859",61.4156,35.3012,"Auckland","NEW","New Zealand","36.17S","175.03E"
474460,"01","01","1860",65.2388,36.3524,"Auckland","NEW","New Zealand","36.17S","175.03E"
474461,"02","01","1860",65.804,35.2274,"Auckland","NEW","New Zealand","36.17S","175.03E"
474462,"03","01","1860",63.7088,35.357,"Auckland","NEW","New Zealand","36.17S","175.03E"
474463,"04","01","1860",62.105,34.133,"Auckland","NEW","New Zealand","36.17S","175.03E"
474464,"05","01","1860",58.3124,33.386,"Auckland","NEW","New Zealand","36.17S","175.03E"
474465,"06","01","1860",55.3352,34.844,"Auckland","NEW","New Zealand","36.17S","175.03E"
474466,"07","01","1860",52.6028,33.6146,"Auckland","NEW","New Zealand","36.17S","175.03E"
474467,"08","01","1860",51.4688,35.2436,"Auckland","NEW","New Zealand","36.17S","175.03E"
474468,"09","01","1860",52.9808,33.818,"Auckland","NEW","New Zealand","36.17S","175.03E"
474469,"10","01","1860",55.7942,33.3032,"Auckland","NEW","New Zealand","36.17S","175.03E"
474470,"11","01","1860",60.0872,35.5496,"Auckland","NEW","New Zealand","36.17S","175.03E"
474471,"12","01","1860",64.9634,40.3448,"Auckland","NEW","New Zealand","36.17S","175.03E"
474472,"01","01","1861",63.9734,36.6116,"Auckland","NEW","New Zealand","36.17S","175.03E"
474473,"02","01","1861",68.9846,38.003,"Auckland","NEW","New Zealand","36.17S","175.03E"
474474,"03","01","1861",65.6078,34.7774,"Auckland","NEW","New Zealand","36.17S","175.03E"
474475,"04","01","1861",63.0572,36.1778,"Auckland","NEW","New Zealand","36.17S","175.03E"
474476,"05","01","1861",60.3302,36.32,"Auckland","NEW","New Zealand","36.17S","175.03E"
474477,"06","01","1861",57.7382,36.41,"Auckland","NEW","New Zealand","36.17S","175.03E"
474478,"07","01","1861",54.6116,34.3418,"Auckland","NEW","New Zealand","36.17S","175.03E"
474479,"08","01","1861",52.3562,33.413,"Auckland","NEW","New Zealand","36.17S","175.03E"
474480,"09","01","1861",55.2866,34.3436,"Auckland","NEW","New Zealand","36.17S","175.03E"
474481,"10","01","1861",58.3754,36.2282,"Auckland","NEW","New Zealand","36.17S","175.03E"
474482,"11","01","1861",60.6596,35.3714,"Auckland","NEW","New Zealand","36.17S","175.03E"
474483,"12","01","1861",64.2272,34.8206,NA,"",NA,"36.17S","175.03E"
474484,"01","01","1862",64.283,35.9618,NA,"",NA,"36.17S","175.03E"
474485,"02","01","1862",68.4356,37.9508,"Auckland","NEW","New Zealand","36.17S","175.03E"
474486,"03","01","1862",65.9192,36.2732,"Auckland","NEW","New Zealand","36.17S","175.03E"
474487,"04","01","1862",62.0546,36.869,"Auckland","NEW","New Zealand","36.17S","175.03E"
474488,"05","01","1862",57.542,34.5362,"Auckland","NEW","New Zealand","36.17S","175.03E"
474489,"06","01","1862",54.3596,34.5884,"Auckland","NEW","New Zealand","36.17S","175.03E"
474490,"07","01","1862",54.4784,36.6296,"Auckland","NEW","New Zealand","36.17S","175.03E"
474491,"08","01","1862",53.5118,35.1788,"Auckland","NEW","New Zealand","36.17S","175.03E"
474492,"09","01","1862",56.0588,36.2642,"Auckland","NEW","New Zealand","36.17S","175.03E"
474493,"10","01","1862",55.9904,35.0258,"Auckland","NEW","New Zealand","36.17S","175.03E"
474494,"11","01","1862",60.6974,36.176,"Auckland","NEW","New Zealand","36.17S","175.03E"
474495,"12","01","1862",62.2904,36.2318,"Auckland","NEW","New Zealand","36.17S","175.03E"
474496,"01","01","1863",65.9498,35.8754,"Auckland","NEW","New Zealand","36.17S","175.03E"
474497,"02","01","1863",64.2596,38.1938,"Auckland","NEW","New Zealand","36.17S","175.03E"
474498,"03","01","1863",63.6476,33.4778,"Auckland","NEW","New Zealand","36.17S","175.03E"
474499,"04","01","1863",58.6634,36.4208,"Auckland","NEW","New Zealand","36.17S","175.03E"
474500,"05","01","1863",57.0434,34.9592,"Auckland","NEW","New Zealand","36.17S","175.03E"
474501,"06","01","1863",54.113,35.0888,"Auckland","NEW","New Zealand","36.17S","175.03E"
474502,"07","01","1863",52.7378,36.473,"Auckland","NEW","New Zealand","36.17S","175.03E"
474503,"08","01","1863",50.9648,36.4622,"Auckland","NEW","New Zealand","36.17S","175.03E"
474504,"09","01","1863",51.998,35.0942,"Auckland","NEW","New Zealand","36.17S","175.03E"
474505,"10","01","1863",55.1426,36.4136,"Auckland","NEW","New Zealand","36.17S","175.03E"
474506,"11","01","1863",55.328,36.9932,"Auckland","NEW","New Zealand","36.17S","175.03E"
474507,"12","01","1863",59.7524,34.1114,"Auckland","NEW","New Zealand","36.17S","175.03E"
474508,"01","01","1864",67.3232,34.5272,"Auckland","NEW","New Zealand","36.17S","175.03E"
474509,"02","01","1864",68.0738,38.0174,"Auckland","NEW","New Zealand","36.17S","175.03E"
474510,"03","01","1864",64.0526,35.2328,"Auckland","NEW","New Zealand","36.17S","175.03E"
474511,"04","01","1864",63.0752,36.8744,"Auckland","NEW","New Zealand","36.17S","175.03E"
474512,"05","01","1864",58.01,35.1392,"Auckland","NEW","New Zealand","36.17S","175.03E"
474513,"06","01","1864",55.0634,34.2806,"Auckland","NEW","New Zealand","36.17S","175.03E"
474514,"07","01","1864",55.4144,33.89,"Auckland","NEW","New Zealand","36.17S","175.03E"
474515,"08","01","1864",50.7146,35.4272,"Auckland","NEW","New Zealand","36.17S","175.03E"
474516,"09","01","1864",55.904,35.0474,"Auckland","NEW","New Zealand","36.17S","175.03E"
474517,"10","01","1864",58.3358,34.0502,"Auckland","NEW","New Zealand","36.17S","175.03E"
474518,"11","01","1864",61.8296,35.3516,"Auckland","NEW","New Zealand","36.17S","175.03E"
474519,"12","01","1864",66.3548,35.699,"Auckland","NEW","New Zealand","36.17S","175.03E"
474520,"01","01","1865",66.8336,34.2896,"Auckland","NEW","New Zealand","36.17S","175.03E"
474521,"02","01","1865",67.5932,34.3958,"Auckland","NEW","New Zealand","36.17S","175.03E"
474522,"03","01","1865",65.3756,33.53,"Auckland","NEW","New Zealand","36.17S","175.03E"
474523,"04","01","1865",61.6586,34.1438,"Auckland","NEW","New Zealand","36.17S","175.03E"
474524,"05","01","1865",56.867,34.1672,"Auckland","NEW","New Zealand","36.17S","175.03E"
474525,"06","01","1865",53.8502,34.538,"Auckland","NEW","New Zealand","36.17S","175.03E"
474526,"07","01","1865",52.3886,34.0268,"Auckland","NEW","New Zealand","36.17S","175.03E"
474527,"08","01","1865",52.124,33.6254,"Auckland","NEW","New Zealand","36.17S","175.03E"
474528,"09","01","1865",54.1544,33.35,"Auckland","NEW","New Zealand","36.17S","175.03E"
474529,"10","01","1865",55.0238,33.6866,"Auckland","NEW","New Zealand","36.17S","175.03E"
474530,"11","01","1865",59.4608,33.6542,"Auckland","NEW","New Zealand","36.17S","175.03E"
474531,"12","01","1865",61.8836,34.5542,"Auckland","NEW","New Zealand","36.17S","175.03E"
474532,"01","01","1866",66.3566,34.7252,"Auckland","NEW","New Zealand","36.17S","175.03E"
474533,"02","01","1866",68.846,35.87,"Auckland","NEW","New Zealand","36.17S","175.03E"
474534,"03","01","1866",66.1676,37.0598,"Auckland","NEW","New Zealand","36.17S","175.03E"
474535,"04","01","1866",61.5794,33.9728,"Auckland","NEW","New Zealand","36.17S","175.03E"
474536,"05","01","1866",57.812,35.6576,"Auckland","NEW","New Zealand","36.17S","175.03E"
474537,"06","01","1866",53.7026,33.3356,"Auckland","NEW","New Zealand","36.17S","175.03E"
474538,"07","01","1866",54.5684,35.5928,"Auckland","NEW","New Zealand","36.17S","175.03E"
474539,"08","01","1866",54.6854,35.4722,"Auckland","NEW","New Zealand","36.17S","175.03E"
474540,"09","01","1866",56.7734,34.8548,"Auckland","NEW","New Zealand","36.17S","175.03E"
474541,"10","01","1866",59.3294,35.5748,"Auckland","NEW","New Zealand","36.17S","175.03E"
474542,"11","01","1866",63.3092,36.5792,"Auckland","NEW","New Zealand","36.17S","175.03E"
474543,"12","01","1866",66.191,33.9656,"Auckland","NEW","New Zealand","36.17S","175.03E"
474544,"01","01","1867",68.5094,33.8522,"Auckland","NEW","New Zealand","36.17S","175.03E"
474545,"02","01","1867",66.992,33.7244,"Auckland","NEW","New Zealand","36.17S","175.03E"
474546,"03","01","1867",64.5098,34.1978,"Auckland","NEW","New Zealand","36.17S","175.03E"
474547,"04","01","1867",62.7998,34.169,"Auckland","NEW","New Zealand","36.17S","175.03E"
474548,"05","01","1867",57.4934,33.1286,"Auckland","NEW","New Zealand","36.17S","175.03E"
474549,"06","01","1867",52.9466,33.1952,"Auckland","NEW","New Zealand","36.17S","175.03E"
474550,"07","01","1867",54.6908,33.7262,"Auckland","NEW","New Zealand","36.17S","175.03E"
474551,"08","01","1867",52.8314,33.9566,"Auckland","NEW","New Zealand","36.17S","175.03E"
474552,"09","01","1867",55.5782,33.3356,"Auckland","NEW","New Zealand","36.17S","175.03E"
474553,"10","01","1867",57.209,33.1304,"Auckland","NEW","New Zealand","36.17S","175.03E"
474554,"11","01","1867",57.3314,36.9788,"Auckland","NEW","New Zealand","36.17S","175.03E"
474555,"12","01","1867",63.041,34.8782,"Auckland","NEW","New Zealand","36.17S","175.03E"
474556,"01","01","1868",63.7088,33.5264,"Auckland","NEW","New Zealand","36.17S","175.03E"
474557,"02","01","1868",62.9726,35.492,"Auckland","NEW","New Zealand","36.17S","175.03E"
474558,"03","01","1868",63.3146,34.3634,"Auckland","NEW","New Zealand","36.17S","175.03E"
474559,"04","01","1868",60.2762,35.9942,"Auckland","NEW","New Zealand","36.17S","175.03E"
474560,"05","01","1868",56.8994,34.4786,"Auckland","NEW","New Zealand","36.17S","175.03E"
474561,"06","01","1868",54.005,33.782,"Auckland","NEW","New Zealand","36.17S","175.03E"
474562,"07","01","1868",53.5982,34.1078,"Auckland","NEW","New Zealand","36.17S","175.03E"
474563,"08","01","1868",52.052,33.4994,"Auckland","NEW","New Zealand","36.17S","175.03E"
474564,"09","01","1868",53.7008,33.3518,"Auckland","NEW","New Zealand","36.17S","175.03E"
474565,"10","01","1868",55.3118,33.566,"Auckland","NEW","New Zealand","36.17S","175.03E"
474566,"11","01","1868",58.5104,34.1096,"Auckland","NEW","New Zealand","36.17S","175.03E"
474567,"12","01","1868",60.7874,34.1708,"Auckland","NEW","New Zealand","36.17S","175.03E"
474568,"01","01","1869",64.7744,36.3254,"Auckland","NEW","New Zealand","36.17S","175.03E"
474569,"02","01","1869",65.1074,36.3668,"Auckland","NEW","New Zealand","36.17S","175.03E"
474570,"03","01","1869",63.2642,33.8342,"Auckland","NEW","New Zealand","36.17S","175.03E"
474571,"04","01","1869",61.1204,34.7054,"Auckland","NEW","New Zealand","36.17S","175.03E"
474572,"05","01","1869",56.66,33.5678,"Auckland","NEW","New Zealand","36.17S","175.03E"
474573,"06","01","1869",54.8294,33.935,"Auckland","NEW","New Zealand","36.17S","175.03E"
474574,"07","01","1869",51.449,33.2942,"Auckland","NEW","New Zealand","36.17S","175.03E"
474575,"08","01","1869",52.9124,33.3734,"Auckland","NEW","New Zealand","36.17S","175.03E"
474576,"09","01","1869",53.8574,33.1178,"Auckland","NEW","New Zealand","36.17S","175.03E"
474577,"10","01","1869",55.9886,33.7802,"Auckland","NEW","New Zealand","36.17S","175.03E"
